ACCESSIONNUMBER,ENTITYNAME,CIK,STREET1,STREET2,CITY,STATEORCOUNTRY,ZIPCODE,TOTALAMOUNTSOLD,TOTALOFFERINGAMOUNT,FILING_DATE,source_quarter
0002005998-24-000001,"Vista Biomedical, Inc.",0002005998,5217 RIM VIEW LANE,,LAS VEGAS,NV,89130,0,500000,24-JAN-2024,2024Q1
0001832415-24-000001,"Better Therapeutics, Inc.",0001832415,548 MARKET ST. #49404,,SAN FRANCISCO,CA,94101,250000,250000,23-JAN-2024,2024Q1
0001878989-24-000001,Circular Genomics Inc.,0001878989,5901 INDIAN SCHOOL RD NE,,ALBUQUERQUE,NM,87110,8300000,15000000,23-JAN-2024,2024Q1
0001213900-24-005754,"Aditxt, Inc.",0001726711,737 N. FIFTH STREET,SUITE 200,RICHMOND,VA,23219,6000000,6000000,23-JAN-2024,2024Q1
0001783986-24-000001,"View Point Medical, Inc.",0001783986,6451 EL CAMINO REAL,,CARLSBAD,CA,92009,3758000,7000000,23-JAN-2024,2024Q1
0001104659-24-005581,"Intrommune Therapeutics, Inc.",0001736977,20 W 125TH ST. UNIT #1,,NEW YORK,NY,10027,3278840,3278840,22-JAN-2024,2024Q1
0001437749-24-001858,"Perspective Therapeutics, Inc.",0000728387,2401 Elliott Avenue,Suite 320,Seattle,WA,98121,20846671,20846671,22-JAN-2024,2024Q1
0002008752-24-000001,"Clarametyx Biosciences, Inc.",0002008752,1275 KINNEAR ROAD,,COLUMBUS,OH,43212,27524145,33124959,19-JAN-2024,2024Q1
0002004745-24-000001,Aether Therapeutics Inc.,0002004745,4200 MARATHON BOULEVARD,SUITE 200,AUSTIN,TX,78756,4078010,6580866,19-JAN-2024,2024Q1
0002008794-24-000003,"Helicore Bioventures I, Inc.",0002008794,"619 W 54TH STREET, SUITE 702",,NEW YORK,NY,10019,14999997,65000000,19-JAN-2024,2024Q1
0001640266-24-000001,"Voyager Therapeutics, Inc.",0001640266,75 HAYDEN AVENUE,,LEXINGTON,MA,02421,19999999,19999999,17-JAN-2024,2024Q1
0001873062-24-000001,Comanche Biopharma Corp.,0001873062,50 Beharrell Street,#50-B,CONCORD,MA,01742,37500000,75000000,17-JAN-2024,2024Q1
0001815322-24-000001,Circinus Medical Technology LLC,0001815322,100-7 Domino Dr.,,Concord,MA,01742,5825586,6925563,17-JAN-2024,2024Q1
0002008220-24-000003,"RHF IV Holding Company, LLC",0002008220,8 KNOB HILL,,PARK CITY,UT,84098,34940000,35000000,17-JAN-2024,2024Q1
0002007816-24-000001,Sano Chemicals Inc,0002007816,905 INNOVATION DRIVE,,BRYAN,TX,77808,710000,710000,17-JAN-2024,2024Q1
0001213900-24-003937,"Precise Bio, Inc.",0001904090,"111 NORTH CHESTNUT STREET, SUITE 103",,WINSTON-SALEM,NC,27101-4054,12000000,25000000,17-JAN-2024,2024Q1
0001935963-24-000002,RevivBio Inc.,0001935963,750 MAIN STREET,,CAMBRIDGE,MA,02139,2954976,3153975,16-JAN-2024,2024Q1
0001905496-24-000001,EpiVario Inc.,0001753351,3401 GRAYS FERRY AVENUE BUILDING 176,Suite 1020,PHILADELPHIA,PA,19146,125000,1500000,16-JAN-2024,2024Q1
0002007476-24-000001,Systems Biology Research Group LLC,0002007476,6702 N. Sheridan Road,#2N,Chicago,IL,60626,190000,5000000,16-JAN-2024,2024Q1
0001905806-24-000004,"Grannus Therapeutics, Inc.",0001905806,7210 N. PENNSYLVANIA STREET,,INDIANAPOLIS,IN,46240,800000,800000,12-JAN-2024,2024Q1
0001213900-24-003112,Scinai Immunotherapeutics Ltd.,0001611747,"JERUSALEM BIOPARK, 2ND FLOOR,",HADASSAH EIN KEREM CAMPUS,JERUSALEM,L3,9112001,1694259,1694259,12-JAN-2024,2024Q1
0001892756-24-000001,"Eutropics Pharmaceuticals, Inc.",0001892756,767 CONCORD AVENUE,,CAMBRIDGE,MA,02138,0,350000,11-JAN-2024,2024Q1
0002007850-24-000001,Brain Code Inc,0002007850,"1 BROADWAY, 14TH FLOOR",C/O GREAT PRODUCT,CAMBRIDGE,MA,02142,0,5000000,11-JAN-2024,2024Q1
0001699260-24-000002,"SyntheX,Inc.",0001699260,409 Illinois Street,,SAN FRANCISCO,CA,94158,5175000,5175000,11-JAN-2024,2024Q1
0001691082-24-000001,LB PHARMACEUTICALS INC,0001691082,575 MADISON AVENUE,,NEW YORK,NY,10022,110730354,110730354,10-JAN-2024,2024Q1
0001802806-24-000003,"Relay Therapeutics, Inc.",0001812364,399 BINNEY STREET,2ND FLOOR,CAMBRIDGE,MA,02139,30000000,30000000,10-JAN-2024,2024Q1
0001592052-24-000003,Centrexion Therapeutics Corp,0001592052,200 STATE STREET,6TH FLOOR,BOSTON,MA,02109,3255467,12859762,08-JAN-2024,2024Q1
0001458729-24-000001,"MBF Therapeutics, Inc.",0001458729,640 WOODBROOK DRIVE,,AMBLER,PA,19002,105000,500000,08-JAN-2024,2024Q1
0001907685-24-000001,"Comera Life Sciences Holdings, Inc.",0001907685,12 GILL STREET,SUITE 4650,WOBURN,MA,01801,1500000,1500000,08-JAN-2024,2024Q1
0001140361-24-001004,"Elicio Therapeutics, Inc.",0001601485,451 D Street,5th Floor,Boston,MA,02210,7047530,7047530,05-JAN-2024,2024Q1
0001437749-24-000715,"Panbela Therapeutics, Inc.",0001029125,712 Vista Blvd #305,,Waconia,MN,55387,2000000,Indefinite,05-JAN-2024,2024Q1
0002005309-24-000002,Wobble Genomics Ltd,0002005309,"SUITE 2, GROUND FLOOR ORCHARD BRAE HOUSE",30 QUEENSFERRY ROAD,EDINBURGH,X0,EH4 2HS,254296,254296,05-JAN-2024,2024Q1
0002006953-24-000002,"Remix Therapeutics, Inc.",0002006953,100 FORGE ROAD,,WATERTOWN,MA,02472,13740355,90000000,04-JAN-2024,2024Q1
0002006819-24-000001,PranaX Corp,0002006819,742 MAJESTIC SHORE LANE,,PINEHURST,TX,77362,10000000,15000000,03-JAN-2024,2024Q1
0001937653-24-000002,Zymeworks Inc.,0001937653,"108 PATRIOT DRIVE, SUITE A",,MIDDLETOWN,DE,19709,49999993,50000502,03-JAN-2024,2024Q1
0002005309-24-000001,Carcinotech Ltd.,0002005300,ROSLIN INNOVATION CENTRE,"EASTER BUSH CAMPUS, EDINBURGH MIDLOTHIAN",SCOTLAND,X0,EH25 9RG,508454,508454,03-JAN-2024,2024Q1
0001178913-24-000023,Entera Bio Ltd.,0001638097,"KIRYAT HADASSAH, MINRAV BUILDING",FIFTH FLOOR,JERUSALEM,L3,9112002,6610604,6610604,02-JAN-2024,2024Q1
0002004362-24-000001,"Moonwalk Biosciences, Inc.",0002004362,"2 TOWER PLACE, 17TH FLOOR",,SOUTH SAN FRANCISCO,CA,94080,49574983,56824978,02-JAN-2024,2024Q1
0001976713-24-000001,"Omnipulse Biosciences, Inc.",0001976713,238 Main Street,,Cambridge,MA,02142,6999999,12500000,02-JAN-2024,2024Q1
0001913970-24-000001,"Response Pharmaceuticals, Inc.",0001913970,1104 WEST BROAD STREET #1064,,FALLS CHURCH,VA,22046,3898385,5000000,28-JUN-2024,2024Q2
0001756608-24-000001,Navrogen Inc.,0001756608,1837 University Circle,Science Building Rm 209,Cheyney,PA,19319,542000,1000000,27-JUN-2024,2024Q2
0001797915-24-000001,"Hexamer Therapeutics, Inc",0001797915,2345 NE HOPKINS CT,,PULLMAN,WA,99163,651265,6640000,27-JUN-2024,2024Q2
0001778492-24-000001,"Phi Therapeutics, Inc.",0001778492,1250 PETALUMA BLVD N,,PETALUMA,CA,94952,7655830,7655830,26-JUN-2024,2024Q2
0001823359-24-000002,"Eumentis Therapeutics, Inc.",0001823359,508 DUDLEY ROAD,SUITE 105,NEWTON,MA,02459,765000,2000000,26-JUN-2024,2024Q2
0002028346-24-000001,"Elion Therapeutics, Inc.",0002028346,C/O DEERFIELD MANAGEMENT COMPANY LP,345 PARK AVENUE SOUTH,NEW YORK,NY,10010,25436790,83835000,26-JUN-2024,2024Q2
0001293610-24-000001,Cerecin Inc.,0001293610,44 COOK STREET,SUITE 100-71,DENVER,CO,80206,3740000,7000000,25-JUN-2024,2024Q2
0001807001-24-000001,"Otologic Technologies, Inc.",0001807001,887 NORTH HIGH POINT ROAD,,MADISON,WI,53717,0,190000,25-JUN-2024,2024Q2
0001656957-24-000001,"Amend Surgical, Inc.",0001656957,5134 SW 106th Way,,Gainesville,FL,32608,1049473,3500000,25-JUN-2024,2024Q2
0002027714-24-000001,"Marea Therapeutics, Inc.",0002027714,135 MISSISSIPPI STREET,,SAN FRANCISCO,CA,94107,65418629,160418629,24-JUN-2024,2024Q2
0001437749-24-021059,Nexsis Biosciences LLC,0002028035,186 Silver Sage Lane,,St. Augustine,FL,32095,725000,725000,24-JUN-2024,2024Q2
0001104659-24-074044,"MUSTANG BIO, INC.",0001680048,377 PLANTATION STREET,,WORCESTER,MA,01605,2513139,2513139,24-JUN-2024,2024Q2
0001789232-24-000003,Ingenia Therapeutics Inc.,0001796831,134 COOLIDGE AVENUE,BIOLABS 2ND FLOOR,WATERTOWN,MA,02472,5000000,25000000,21-JUN-2024,2024Q2
0001840655-24-000002,"NephroDI Therapeutics, Inc.",0001840655,2200 32ND AVE W,,SEATTLE,WA,98199,2000000,3999999,18-JUN-2024,2024Q2
0002027215-24-000001,"Kern Australis, LLC",0002027215,60 EAST SIR FRANCIS DRAKE,SUITE 302,LARKSPUR,CA,94939,6120000,6120000,18-JUN-2024,2024Q2
0002027206-24-000001,"MicroMed, LLC",0002027206,8730 COMMERCE PARK PLACE,SUITE E,INDIANAPOLIS,IN,46268,300000,300000,18-JUN-2024,2024Q2
0001493152-24-024203,"Greenwich LifeSciences, Inc.",0001799788,3992 BLUEBONNET DR,BUILDING 14,STAFFORD,TX,77477,2500000,2500000,18-JUN-2024,2024Q2
0001870548-24-000001,Alida Biosciences Inc.,0001870548,14813 PRISCILLA STREET,,SAN DIEGO,CA,92129,7520384,8520384,17-JUN-2024,2024Q2
0001864492-24-000001,"Santa Ana Bio, Inc.",0001864492,1105 Atlantic Ave.,Suite 104,Alameda,CA,94501,19999998,125000000,17-JUN-2024,2024Q2
0001761612-24-000003,BICYCLE THERAPEUTICS PLC,0001761612,"BLOCKS A & B, PORTWAY BUILDING","GRANTA PARK, GREAT ABINGTON",CAMBRIDGE,X0,CB21 6GS,555499983,555499983,12-JUN-2024,2024Q2
0002026135-24-000001,"OLFAX, LLC",0002026135,16 BILTMORE AVE,STE 300,ASHEVILLE,NC,28801,110000,600000,11-JUN-2024,2024Q2
0002025644-24-000001,"Astrin Biosciences, Inc.",0002025644,"1000 WESTGATE DR, STE 1009",,SAINT PAUL,MN,55114,22948872,22948872,11-JUN-2024,2024Q2
0002026546-24-000001,"Perlumi Chemicals, Inc.",0002026546,2625 DURANT AVE,"#122, 2.5-7",BERKELEY,CA,94720,4515899,4515899,11-JUN-2024,2024Q2
0001900590-24-000002,AJNA BioSciences PBC,0001900590,"8022 Southpark Circle, Suite 500",,LITTLETON,CO,80120,2105106,2105106,10-JUN-2024,2024Q2
0001723458-24-000001,"Purinomia Biotech, Inc.",0001723458,2-E GILL STREET,,WOBURN,MA,01801,1000000,2000000,07-JUN-2024,2024Q2
0001855485-24-000006,"Calidi Biotherapeutics, Inc.",0001855485,4475 EXECUTIVE DRIVE,SUITE 200,SAN DIEGO,CA,92121,5549588,5549588,06-JUN-2024,2024Q2
0001326507-24-000001,"Kolon TissueGene, Inc.",0001326507,9713 KEY WEST AVENUE,SUITE 300,ROCKVILLE,MD,20850,34999709,34999709,05-JUN-2024,2024Q2
0000898432-24-000462,Island Pharmaceuticals Ltd,0002012855,"SUITE 201, 697 BURKE ROAD",,CAMBERWELL,C3,3124,1224405,1224405,05-JUN-2024,2024Q2
0001616308-24-000001,"Reiley Pharmaceuticals, Inc.",0001616308,3749 BUCHANAN STREET,SUITE 475745,SAN FRANCISCO,CA,94147,97655,247132,05-JUN-2024,2024Q2
0001437749-24-019217,"IconOVir Bio, Inc.",0001834886,689 Fifth Avenue,12th Floor,New York,NY,10022,20230000,20230000,04-JUN-2024,2024Q2
0001750149-24-000002,"Inhibikase Therapeutics, Inc.",0001750149,"3350 RIVERWOOD PARKWAY SE, SUITE 1900",,Atlanta,GA,30339,0,7999999,04-JUN-2024,2024Q2
0000950123-24-006105,"AskY Therapeutics, Inc.",0001962108,12405 Hunters Glen,,Owings Mills,MD,21117,460000,1500000,04-JUN-2024,2024Q2
0002016790-24-000001,"SystImmune, Inc.",0002016790,15318 NE 95TH ST,,REDMOND,WA,98052,7176168,7176168,04-JUN-2024,2024Q2
0001807811-24-000001,"Interius BioTherapeutics, Inc.",0001807811,3401 GRAYS FERRY AVENUE,"BUILDING 200, SUITE 300",PHILADELPHIA,PA,19146,51432536,82509197,03-JUN-2024,2024Q2
0001444477-24-000001,GENE SOLUTIONS LLC,0001444477,123 E. Main Street,Suite 5,CHARLOTTESVILLE,VA,22902,5330000,5330000,03-JUN-2024,2024Q2
0002020332-24-000001,"32 Biosciences, Inc.",0002020332,3333 GREEN BAY RD,SUITE 210,ILLINOIS,IL,60064,160000,6000000,31-MAY-2024,2024Q2
0002025035-24-000001,"RTT Medical, Inc.",0002025035,6200 LEE VISTA BLVD,SUITE 250,ORLANDO,FL,32822,200200,1000000,30-MAY-2024,2024Q2
0002025011-24-000001,"Havah Therapeutics, Inc.",0002025011,2112 ANDREW ALDEN ST,,LONGMONT,CO,80504,507434,507434,30-MAY-2024,2024Q2
0001742172-24-000002,Arizona Isotopes Science Research Corp.,0001742172,7796 SOUTH INNOVATION WAY,,BUNKER HILL,IN,46914,58330980,Indefinite,29-MAY-2024,2024Q2
0001213900-24-047099,"ABVC BIOPHARMA, INC.",0001173313,44370 OLD WARM SPRINGS BLVD.,,FREMONT,CA,94538,750000,750000,28-MAY-2024,2024Q2
0001973963-24-000002,Accipiter Biosciences Inc.,0001973963,1616 EASTLAKE AVE E.,,SEATTLE,WA,98102,7919997,13690000,28-MAY-2024,2024Q2
0001950773-24-000001,"Sunflower Therapeutics, PBC",0001950773,"18 Shipyard Dr., Ste. 2A",,Hingham,MA,02043,2030000,3000000,24-MAY-2024,2024Q2
0001937883-24-000001,Aurita Corp,0001937883,107 SW 7TH STREET,,GAINESVILLE,FL,32601,180491,400000,24-MAY-2024,2024Q2
0002022439-24-000002,Sesh Inc,0002022439,150 I STREET SE,APT 1228,WASHINGTON DC,DC,20003,20000,Indefinite,23-MAY-2024,2024Q2
0001404281-24-000002,"Eledon Pharmaceuticals, Inc.",0001404281,19800 MACARTHUR BLVD.,SUITE 250,IRVINE,CA,92612,49999010,Indefinite,23-MAY-2024,2024Q2
0001823546-24-000002,IGH Naturals Inc,0001823546,4465 GRANITE DRIVE,SUITE 700,ROCKLIN,CA,95677,50000,250000,22-MAY-2024,2024Q2
0000929638-24-001860,"Couragene, Inc.",0001945169,46 DALE DRIVE,,EDISON,NJ,08820,1000000,1000000,22-MAY-2024,2024Q2
0001747083-24-000001,"Reglagene, Inc.",0001747083,"3320 N. CAMPBELL AVE., SUITE 201",,TUCSON,AZ,85719,766655,2500000,21-MAY-2024,2024Q2
0001901599-24-000001,"SANIA THERAPEUTICS, INC.",0001901599,"C/O SANIA RX LTD, WATERFRONT BUILDING",MANBRE WHARF,LONDON,X0,W6 9RH,4999995,7500000,21-MAY-2024,2024Q2
0001099910-24-000237,"Stramsen Biotech, Inc.",0001943948,5718 WESTHEIMER ROAD,10TH FLOOR -SUITE # 1000,HOUSTON,TX,77057,0,5000000,20-MAY-2024,2024Q2
0001493152-24-020784,"Immix Biopharma, Inc.",0001873835,11400 W OLYMPIC BLVD,SUITE 200,LOS ANGELES,CA,90064,0,Indefinite,20-MAY-2024,2024Q2
0002022798-24-000003,TSP Therapeutics Inc.,0002022798,2014 20TH AVENUE PARKWAY,,INDIAN ROCKS BEACH,FL,33785,0,Indefinite,20-MAY-2024,2024Q2
0001123292-24-000145,"OptiNose, Inc.",0001494650,1020 Stony Hill Road,Suite 300,Yardley,PA,19067,4680000,4680000,20-MAY-2024,2024Q2
0002023721-24-000001,Kano Therapeutics Inc.,0002023721,238 MAIN STREET,,CAMBRIDGE,MA,02142,5050000,5050000,20-MAY-2024,2024Q2
0001213900-24-044858,Eye Care International LLC,0001969977,700 MAIN STREET,,CAMBRIDGE,MA,02139,710000,2500000,20-MAY-2024,2024Q2
0001842952-24-000037,Context Therapeutics Inc.,0001842952,2001 MARKET STREET,SUITE 3915 UNIT #15,PHILADELPHIA,PA,19103,99992767,99998250,16-MAY-2024,2024Q2
0002017198-24-000001,Phythera Therapeutics Inc.,0002017198,103 ROCKVIEW,,IRVINE,CA,92612,468,468,16-MAY-2024,2024Q2
0002023675-24-000001,"STABILUX BIOSCIENCES, INC.",0002023675,600 S WAGNER ROAD,,ANN ARBOR,MI,48103,554381,3000000,16-MAY-2024,2024Q2
0001650557-24-000001,"Genomenon, Inc.",0001650557,206 E. HURON STREET,SUITE 114,ANN ARBOR,MI,48104,5461759,6000000,16-MAY-2024,2024Q2
0001774857-24-000001,"Aardvark Therapeutics, Inc.",0001774857,4747 Executive Drive,SUITE 1020,San Diego,CA,92121,84999982,84999982,15-MAY-2024,2024Q2
0002022953-24-000002,"TheRas, Inc.",0002022953,3160 PORTER DRIVE SUITE 250,,PALO ALTO,CA,94304,200000000,200000000,15-MAY-2024,2024Q2
0001953926-24-000001,"Zenas BioPharma, Inc.",0001953926,"1000 WINTER ST, SUITE 1200",,WALTHAM,MA,02451,200145732,200145732,14-MAY-2024,2024Q2
0001807983-24-000001,Medicenna Therapeutics Corp.,0001807983,"2 BLOOR ST W., 7TH FLOOR",,TORONTO,A6,M4W 3E2,14550000,14587404,14-MAY-2024,2024Q2
0001759143-24-000002,"Stingray Therapeutics, Inc.",0001759143,HEALTH WILDCATTERS INCUBATOR,"3000 PEGASUS PARK DR., SUITE 1330",DALLAS,TX,75247,25000,5000000,14-MAY-2024,2024Q2
0001613810-24-000001,"Oculogica, Inc.",0001613810,1477 S. Knowles Ave. #110F,,New Richmond,WI,54017,7569130,17952926,13-MAY-2024,2024Q2
0001140361-24-025616,Virica Biotech Inc.,0001892496,7 BAYVIEW STATION ROAD,,OTTAWA,A6,K1Y 2C5,60000,Indefinite,13-MAY-2024,2024Q2
0001780490-24-000001,"Ajax Therapeutics, Inc.",0001780490,"275 MADISON AVE, 39TH FLOOR",,NEW YORK,NY,10016,95000000,95000000,13-MAY-2024,2024Q2
0001213900-24-041832,MAINZ BIOMED N.V.,0001874252,ROBERT KOCH STRASSE 50,,MAINZ,2M,55129,14300000,50000000,10-MAY-2024,2024Q2
0001493152-24-018667,"PALISADE BIO, INC.",0001357459,7750 EL CAMINO REAL,SUITE 2A,CARLSBAD,CA,92009,3999942,3999942,10-MAY-2024,2024Q2
0001810951-24-000001,Nectero Medical Inc,0001810951,2343 W. University Drive,Suite D103,Tempe,AZ,85281,32791551,96636154,10-MAY-2024,2024Q2
0002021888-24-000001,Refuge Capital Fund,0002021888,127 N HIGGINS,STE 307D #254,MISSOULA,MT,59802,1200100,27600000,10-MAY-2024,2024Q2
0001973901-24-000001,"OverT Bio, Inc.",0001973901,430 E 29TH ST 14FL,,NEW YORK,NY,10016,15989924,17014920,09-MAY-2024,2024Q2
0001140361-24-025085,"Penderia Technologies, Inc.",0002022700,6231 UNIVERSITY OF OREGON,,EUGENE,OR,97403,65000,1000000,09-MAY-2024,2024Q2
0001493152-24-018244,"GlucoTrack, Inc.",0001506983,301 ROUTE 17 NORTH SUITE 800,,RUTHERFORD,NJ,07070,500000,500000,08-MAY-2024,2024Q2
0000950123-24-003890,"Endo, Inc.",0002008861,1400 Atwater Drive,,Malvern,PA,19355,170574224,170574224,06-MAY-2024,2024Q2
0001231919-24-000046,Zura Bio Ltd,0001855644,1489 W. Warm Springs Road,Suite 110,Henderson,NV,89014,112499985,112516087,06-MAY-2024,2024Q2
0001610618-24-000069,"Cidara Therapeutics, Inc.",0001610618,6310 NANCY RIDGE DRIVE,SUITE 101,SAN DIEGO,CA,92121,240000000,240000000,06-MAY-2024,2024Q2
0001909364-24-000001,"Endeavor Biomedicines, Inc.",0001909364,"12707 High Bluff Drive, Suite 300",,San Diego,CA,92130,132583908,132583908,03-MAY-2024,2024Q2
0001782250-24-000002,"Lucy Therapeutics, Inc.",0001782250,"21 Hickory Drive, Suite 2B",,Waltham,MA,02451,10552797,10552797,02-MAY-2024,2024Q2
0001878646-24-000014,JelliSee Ophthalmics Inc.,0002006388,8414 HOLLY LEAF DR.,,MCLEAN,VA,22102,3725000,10000000,30-APR-2024,2024Q2
0001697751-24-000003,"AsclepiX Therapeutics, Inc.",0001697751,5237 River Road,#334,Bethesda,MD,20816,10044498,12544498,26-APR-2024,2024Q2
0001012975-24-000183,Benitec Biopharma Inc.,0001808898,3940 TRUST WAY,,HAYWARD,CA,94545,40000018,40000018,25-APR-2024,2024Q2
0001723008-24-000001,"Amicrobe, Inc.",0001513330,3142 TIGER RUN COURT,SUITE 101,CARLSBAD,CA,92010,5000003,5000003,25-APR-2024,2024Q2
0001288320-24-000002,"EpiBiologics, Inc.",0001968158,1900 ALAMEDA DE LAS PULGAS,SUITE 250,SAN MATEO,CA,94403,73050000,73050000,25-APR-2024,2024Q2
0001541582-24-000001,"Carterra, Inc.",0001541582,"825 NORTH 300 WEST, SUITE C309",,SALT LAKE CITY,UT,84103,5000000,5000000,24-APR-2024,2024Q2
0001972861-24-000001,"Acta Pharmaceuticals, Inc.",0001972861,292 NEWBURY STREET,,BOSTON,MA,02115,13400781,17500000,22-APR-2024,2024Q2
0001739410-24-000047,Rallybio Corp,0001739410,234 CHURCH STREET,SUITE 1020,NEW HAVEN,CT,06510,6600000,6600000,22-APR-2024,2024Q2
0001980584-24-000006,"GreenJay Therapeutics, Inc.",0001980584,9128 LAKES AT 610 DRIVE,,HOUSTON,TX,77054,0,1000000,22-APR-2024,2024Q2
0001942495-24-000001,"Skylark Bio, Inc.",0001942495,325 VASSAR STREET,2A,CAMBRIDGE,MA,02139,40889315,40889315,19-APR-2024,2024Q2
0001733718-24-000003,"Flagship Biosciences, Inc.",0001733718,11800 RIDGE PARKWAY,SUITE 450,BROOMFIELD,CO,80021,5000000,6369795,18-APR-2024,2024Q2
0000899797-24-000004,ImmVue Therapeutics Inc.,0002009514,252 RUSSELL HILL RD,,TORONTO,A6,M4V 2T2,529300,529300,18-APR-2024,2024Q2
0001942974-24-000001,"RheumaGen, Inc.",0001942974,200 QUEBEC ST.,"BLDG. 600, STE. 205",DENVER,CO,80230,4906587,15000000,17-APR-2024,2024Q2
0001797180-24-000003,TORL Biotherapeutics LLC,0001797180,6100 Bristol Parkway,,Culver City,CA,90230,158300000,158300000,17-APR-2024,2024Q2
0001853949-24-000002,"Kubanda Cryotherapy, Inc.",0001853949,3600 CLIPPER MILL ROAD,SUITE 310,BALTIMORE,MD,21202,725000,2200000,17-APR-2024,2024Q2
0002019979-24-000001,Life Adapt Inc.,0002019979,1625 VISTA LUNA,,SAN CLEMENTE,CA,92673,700,700,17-APR-2024,2024Q2
0000929638-24-001481,"Traws Pharma, Inc.",0001130598,12 Penns Trail,,Newtown,PA,18940,14000000,14000000,16-APR-2024,2024Q2
0001787260-24-000001,"Asher Biotherapeutics, Inc.",0001787260,"650 GATEWAY BLVD., SUITE 100",,SOUTH SAN FRANCISCO,CA,94080,54999990,54999990,16-APR-2024,2024Q2
0002019360-24-000001,"Pierrepont Therapeutics, Inc.",0002019360,"DOWNSTATE TECHNOLOGY CENTER, SUITE 327A",760 PARKSIDE AVENUE,BROOKLYN,NY,11203,2109876,5859876,15-APR-2024,2024Q2
0001802325-24-000001,"Alphyn Biologics, Inc.",0001802325,3724 THOMAS POINT ROAD,,ANNAPOLIS,MD,21403,5172484,5172484,15-APR-2024,2024Q2
0001932949-24-000002,Bio-AI Health Inc.,0001932949,105 MAPLE AVENUE,,GOFFSTOWN,NH,03045,500000,2750000,12-APR-2024,2024Q2
0001493152-24-014408,"Algorithm Sciences, Inc.",0001776575,575 5TH AVENUE,14TH FLOOR,NEW YORK,NY,10017,350000,23500000,12-APR-2024,2024Q2
0001183740-24-000036,Algernon Pharmaceuticals Inc.,0001642178,400 - 601 WEST BROADWAY,,VANCOUVER,A1,V5Z 4C2,12558,12558,10-APR-2024,2024Q2
0002019097-24-000001,BioMedInnovations LLC,0002019097,771 CROSSPOINT DRIVE,,DENVER,NC,28037,100000,9000000,10-APR-2024,2024Q2
0001493152-24-014098,BIOTRICITY INC.,0001630113,203 REDWOOD SHORES PARKWAY,SUITE 600,REDWOOD CITY,CA,94065,1000000,1000000,09-APR-2024,2024Q2
0001578563-24-000186,"Avalo Therapeutics, Inc.",0001534120,540 GAITHER ROAD,SUITE 400,ROCKVILLE,MD,20850,130601986,199976986,09-APR-2024,2024Q2
0001841595-24-000001,"Turn Medical, LLC",0001841595,1160 ARION PARKWAY,SUITE 102,SAN ANTONIO,TX,78216,1040000,1040000,09-APR-2024,2024Q2
0001012975-24-000159,Envision Life Labs LLC,0001974864,399 Binney Street,Floor 3,Cambridge,MA,02141,0,Indefinite,09-APR-2024,2024Q2
0001767398-24-000004,"Melt Pharmaceuticals, Inc.",0001767398,5511 VIRGINIA WAY,SUITE 300,BRENTWOOD,TN,37027,42292450,47763600,08-APR-2024,2024Q2
0002016056-24-000003,"NovaBay Pharmaceuticals, Inc.",0001389545,"2000 POWELL STREET, SUITE 1150",,EMERYVILLE,CA,94608,665000,665000,05-APR-2024,2024Q2
0001140361-24-017909,Pacylex Pharmaceuticals Inc.,0001866841,400 3rd Avenue SW,Suite 3700,Calgary,A0,T2P 4H2,75000,75000,04-APR-2024,2024Q2
0000905729-24-000061,"Anchor Balloon, Inc.",0001800912,7462 OAK SHORE DR.,,PORTAGE,MI,49024,1545000,1545000,04-APR-2024,2024Q2
0001903127-24-000001,"AI Proteins, Inc.",0001903127,20 OVERLAND STREET,,BOSTON,MA,02215,4995000,10000000,04-APR-2024,2024Q2
0002017897-24-000001,"Enliven Therapeutics, Inc.",0001672619,6200 LOOKOUT ROAD,,BOULDER,CO,80301,90001086,90001086,03-APR-2024,2024Q2
0001915302-24-000001,Addiction Cure Therapeutic Sciences Inc,0001915302,"6305 Summerport Village Parkway, #815",,Windermere,FL,34786,0,1000000,03-APR-2024,2024Q2
0001926434-24-000001,"CESSATION THERAPEUTICS, INC.",0001926434,12200 Stemmons Freeway,Suite 100,Dallas,TX,75234,1000000,1000000,03-APR-2024,2024Q2
0001213900-24-029354,"TFF Pharmaceuticals, Inc.",0001733413,1751 RIVER RUN,SUITE 400,FORT WORTH,TX,76107,0,1180000,02-APR-2024,2024Q2
0001807373-24-000002,"Swan NeuroTech, Inc.",0001807373,1007 FAWN VALLEY DRIVE,,CANONSBURG,PA,15317,95000,Indefinite,02-APR-2024,2024Q2
0001577355-24-000001,"Coeurative, Inc.",0001577355,"201 MCCLANAHAN STREET, SW",,ROANOKE,VA,24014,300000,3700000,02-APR-2024,2024Q2
0002014066-24-000002,CeraRoot USA Inc,0002014066,2800 NEILSON WAY,SUITE 2,SANTA MONICA,CA,90405,300000,5000000,02-APR-2024,2024Q2
0001820064-24-000001,ImmPACT Bio USA Inc.,0001820064,8501 Fallbrook Avenue,Suite 200,West Hills,CA,91304,139855923,141755472,02-APR-2024,2024Q2
0000912282-24-000338,Gemina Laboratories Ltd.,0001940016,"3600 Gilmore Way, Suite 302",,Burnaby,A1,V5G 4R8,302784,302784,01-APR-2024,2024Q2
0001096906-24-001930,"Mid-Atlantic BioTherapeutics, Inc.",0001755678,3805 OLD EASTON ROAD,,DOYLESTOWN,PA,18902,0,5000000,30-SEP-2024,2024Q3
