Establishment Name,"City, State/Zip",FEI,Establishment Status
Huntington Reproductive Center Medical Group,"West Los Angeles, California / 90064",3006501046.0,Inactive
Huntington Reproductive Center Medical Group,"Pasadena, California / 91101",3003253380.0,Registered
Huntington Reproductive Center Medical Group,"Westlake Village, California / 91361",3005108085.0,Inactive
Huntington Reproductive Center Medical Group,"Encino, California / 91436",3006501093.0,Registered
Huntington Reproductive Center Medical Group,"Rancho Cucamonga, California / 91730",3011742642.0,Registered
Huntington Reproductive Center Medical Group,"Carlsbad, California / 92011",3009654898.0,Registered
Huntington Reproductive Center Medical Group,"Newport Beach, California / 92660",3009565053.0,Registered
Huntington Reproductive Center Medical Group,"Mission Viejo, California / 92691",3005108378.0,Registered
Huntington Reproductive Center Medical Group,"Fullerton, California / 92831",3006501029.0,Registered
Huntington Reproductive Center Medical Group - Beverly Hills,"Beverly Hills, California / 90212",3043141822.0,Registered
"Huntsville Reproductive Medicine, P.C.","Madison, Alabama / 35758",3005164277.0,Inactive
Hyoung Okja,"Seoul, / 137-701",3008832909.0,Inactive
"Hytissue, LLC","Murfreesboro, Tennessee / 37130",3031552263.0,Registered
I.V.F. of North Jersey,"Hackensack, New Jersey / 07601",3003945113.0,Inactive
IMAGINE PHARMA PR LLC,"SAN JUAN, / 00901",3035350530.0,Inactive
"INCELL Corporation, LLC","San Antonio, Texas / 78249",3004107906.0,Registered
INCUCAI - REGISTRO NACIONAL DE DONANTES DE CPH,"CIUDAD AUTONOMA DE BUENOS AIRE, / 1425",3035365967.0,Registered
INNOCELL SAS,"BOGOTA, / 110111",3027685908.0,Registered
"IREMA, Instituto de Reproduccion de la Marina Alta","Beniarbeig, / 03778",3013668206.0,Inactive
ISIDA IVF Clinic,"Kyiv, / 03126",3040389063.0,Inactive
IVF - Orange,"Orange, California / 92868",3005391128.0,Inactive
IVF Florida Reproductive Associates,"Margate, Florida / 33063",3003926655.0,Registered
IVF Florida Reproductive Associates,"Jupiter, Florida / 33458",3006185539.0,Inactive
IVF Florida Reproductive Associates - Miami Lakes,"Miami Lakes, Florida / 33016",3009692585.0,Inactive
IVF Georgia LTD,"Tbilisi, / 0178",3035366670.0,Registered
IVF HAWAII,"Honolulu, Hawaii / 96813",3005208455.0,Registered
IVF LABORATORY LLC,"KIEV, / 01004",3018815348.0,Inactive
IVF Laboratories of Fort Worth LLC,"Fort Worth, Texas / 76104",3017935292.0,Registered
"IVF Laboratories of Grand Rapids, LLC DBA Ovation Fertility Grand Rapids","Grand Rapids, Michigan / 49525",3023433664.0,Registered
"IVF Laboratories of Nashville, LLC","Nashville, Tennessee / 37203",3003947406.0,Registered
IVF Laboratories of San Antonio,"San Antonio, Texas / 78258",3011007339.0,Registered
"IVF Laboratories of Vermont, LLC DBA Ovation Fertility Vermont","Colchester, Vermont / 05446",3023168668.0,Registered
"IVF Michigan, P.C.","Ypsilanti, Michigan / 48197",3006524208.0,Registered
"IVF Michigan, P.C.","Bloomfield Hills, Michigan / 48304",3010929692.0,Registered
"IVF Michigan, P.C.","Grand Rapids, Michigan / 49503",3030263263.0,Registered
"IVF Michigan, P.C.","Sylvania, Ohio / 43560",3011816272.0,Registered
IVF New Jersey Fertility & Gyn. Center,"Somerset, New Jersey / 08873",3003945129.0,Inactive
"IVF Phoenix, pLLC","Scottsdale, Arizona / 85258-4587",3003942387.0,Registered
IVF Virginia LLC,"Chesapeake, Virginia / 23320",3013669874.0,Registered
IVF Virginia LLC,"Virginia Beach, Virginia / 23462",3042272711.0,Registered
"IVF laboratories of DC, LLC","Washington, District of Columbia / 20037",3020562980.0,Registered
"IVF-PGT LAB, LLC","Chicago, Illinois / 60611",3014122566.0,Registered
IVFMD and Advanced Reproductive Laboratory,"Irving, Texas / 75063",3004453319.0,Registered
IVI Madrid S.L.,"Madrid, / 28023",,Inactive
IVI SALVADOR MEDICINA REPRODUTIVA,"Salvador, / 41810-001",3017494798.0,Inactive
IVI Santiago de Chile SA,"Santiago, / 7550000",3017889924.0,Registered
IVMED FERTILITY CLINIC,"Kiev, / 03186",3014562601.0,Registered
"IX Biomedical, LLC","San Antonio, Texas / 78249",3043728849.0,Registered
Idaho Center for Reproductive Medicine,"Boise, Idaho / 83712",3007327551.0,Registered
Idaho Fertility Center,"Idaho Falls, Idaho / 83402",3016687420.0,Registered
Idaho Reproductive Laboratory,"Boise, Idaho / 83702",3005059418.0,Inactive
"Illinois IVF, LLC","Downers Grove, Illinois / 60515",3016068576.0,Inactive
Illume Fertility,"Norwalk, Connecticut / 06851",3003929738.0,Registered
Imagine Pharma LLC,"Pittsburgh, Pennsylvania / 15219",3028629088.0,Registered
Immunaeon Inc,"Buffalo, New York / 14203",3031056898.0,Registered
"ImmunoBridge Medical Group, PLC","Memphis, Tennessee / 38119",3032524303.0,Registered
"Immunovative Clinical Research, Inc","Wesley Chapel, Florida / 33544",3021592840.0,Registered
"Implant Innovations, LLC","Carlsbad, California / 92008",3012098604.0,Inactive
"Implant Innovations, LLC a subsidiary of Isto Biologics","Carlsbad, California / 92008",3011885419.0,Registered
"In Vitro Fertilization Laboratory, Tomball Regional Hospital","Tomball, Texas / 77375",3004159423.0,Inactive
"In VitroTech Labs, Inc.","West Hollywood, California / 90069",3008771840.0,Registered
InVia Fertility,"Northbrook, Illinois / 60062",3012082878.0,Inactive
InVia Fertility,"Hoffman Estates, Illinois / 60169",3004744097.0,Registered
Incinta Fertility Center,"Torrance, California / 90503",3016710849.0,Registered
Incinta Fertility Center Beverly Hills,"Los Angeles, California / 90048",,Pre-registered
"Indiana Fertility Associates, P.C.","Indianpolis,, Indiana / 46280",3010640967.0,Inactive
"Indiana Fertility Institute, LLC","Indianapolis, Indiana / 46280",3005863342.0,Registered
"Indiana Fertility Laboratory, LLC (Embryology)","Indianapolis, Indiana / 46280",3005621339.0,Inactive
"Indiana Fertility Providers, LLC","Carmel, Indiana / 46032",3014741214.0,Registered
"Indiana Fertility Providers, LLC","Fort Wayne, Indiana / 46804",3014741216.0,Inactive
"Indiana Lions Eye Bank, Inc.","Carmel, Indiana / 46280",3000718320.0,Registered
Indiana University Health,"Indianapolis, Indiana / 46202",1876269.0,Registered
Induce Biologics USA Inc.,"Irvine, California / 92618",3032171483.0,Registered
Infectious Diseases Diagnostic Lab,"Minneapolis, Minnesota / 55455",3015360543.0,Registered
Infertility & IVF Medical Associates of Western New York,"Snyder, New York / 14226",3003972332.0,Registered
"Infertility Laboratories of Las Vegas, LLC","Las Vegas, Nevada / 89113",3014453298.0,Registered
"Infertility Solutions, P.C.","Allentown, Pennsylvania / 18103",3003940637.0,Inactive
InfiStem Inc,"IRVING, Texas / 75038",3026905642.0,Inactive
Infinity Cell Technologies,"Arcadia, California / 91006",3019838098.0,Inactive
"Inheritor Cell Technology, Inc","Arcadia, California / 91006",3015149756.0,Inactive
"Innovative Blood Resources, a Division of New York Blood Center, Inc.","St. Paul, Minnesota / 55114",2170665.0,Registered
Innovative Fertility Center / HMR Life Center,"Manhattan Beach, California / 90266",3009258903.0,Registered
Inova Stem Cell Transplant and Immunotherapy Program,"Fairfax, Virginia / 22031",3041520422.0,Registered
Inovi Fertility & Genetics Institute,"Houston, Texas / 77046",3017102645.0,Registered
Institut Jules Bordet,"Bruxelles, / 1070",3003137742.0,Registered
Institut fur Transfusionsmedizin und Immunologie Mannheim,"Mannheim, / 68167",3004618410.0,Registered
"Institute Dessau, Red Cross Blood Transfusion Service NSTOB","Dessau, / 06847",3004641806.0,Registered
Institute for Reproductive Medicine and Science at Saint Barnabas,"Livingston, New Jersey / 07039",3001047110.0,Registered
Institute for Transplantation Diagnostics and Cellular Therapeutics,"Duesseldorf, / 40225",3004564630.0,Registered
Institute of Haematology Royal Prince Alfred Hospital,"Camperdown, / NSW 2050",3002723850.0,Registered
Institute of Hematology and Transfusion Medicine,"Warsaw, / 02776",3008142749.0,Registered
Instituto Português de Oncologia de Lisboa Francisco Gentil E.P.E.,"Lisboa, / 1099-023",3008298281.0,Registered
Instituto Regina Mater,"Buenos Aries, / C1121 ABN",3004564456.0,Inactive
Instituto de Criopreservacion y Terapia Celular SAC,"Lima, / 15047",3013668208.0,Inactive
Instituto de Reproduccion de la Marina Alta,"Beniarbeig, / 03775",3013178240.0,Inactive
"IntegoGen, LLC","Tallahassee, Florida / 32308",3012349839.0,Registered
Integra LifeSciences Sales LLC,"Cordova, Tennessee / 38018",3014118249.0,Registered
"IntegraMed Medical Connecticut, LLC","Trumbull, Connecticut / 06611",3011483830.0,Inactive
"IntegraMed Medical New Jersey, LLC","Asbury, New Jersey / 08802",3005187597.0,Inactive
"IntegraMed Medical illinois, LLC","Peoria, Illinois / 61614",3003966449.0,Inactive
Integris Canadian Valley Regional Hospital Bennett Fertility Institute,"Oklahoma City, Oklahoma / 73112",3004557155.0,Inactive
"International Cryogenics, Inc.","Royal Oak, Michigan / 48073",3004561638.0,Registered
International Egg Bank,"Downers Grove, Illinois / 60515",3008083294.0,Registered
International Fertility Medical Center,"Rishon Le Zion, / 57653",3005346213.0,Inactive
"International Sight Restoration, Inc.","Tampa, Florida / 33618",3007678537.0,Inactive
International Tissue Inc.,"San Antonio, Texas / 78247",3016734261.0,Registered
"Interpore Cross International, LLC (DBA Zimmer Biomet Irvine)","Irvine, California / 92618",1000160576.0,Inactive
"Invitrx Therapeutics, Inc.","Lake Forest, California / 92630",3004168148.0,Registered
Iowa Lions Eye Bank,"Coralville, Iowa / 52241",3001238368.0,Registered
Iris Dx Inc dba Interactome Bio,"Kalamazoo, Michigan / 49004",3018115831.0,Inactive
Irish Unrelated Bone Marrow Registry Irish Blood Transfusion Service,"Dublin, / 8",3004554064.0,Inactive
Island Hospital,"10450 George Town, Palau Pinan, /",,Inactive
Island Reproductive Services,"Staten Island, New York / 10309",3004753501.0,Inactive
Island Reproductive Services,"Staten Island, New York / 10309",3011393636.0,Registered
Islet Cell Isolation Program,"Columbus, Ohio / 43205",3023913088.0,Registered
Islet Cell Processing Laboratory,"Dallas, Texas / 75204",3007327268.0,Registered
Islet Isolation Laboratory,"Boston, Massachusetts / 02114",3005356523.0,Registered
Islet Isolation Laboratory,"Charlottesville, Virginia / 22908",3008132725.0,Registered
"IsoTis OrthoBiologics, Inc.","Irvine, California / 92618",3001503333.0,Registered
Isomedix Operations Inc,"Spartanburg,, South Carolina / 29306",1047843.0,Registered
Isomedix Operations Inc.,"Sandy, Utah / 84070",1720929.0,Registered
"Isomedix Operations, Inc.","Ontario, California / 91761",3003058448.0,Registered
"Isomedix Operations, Inc.","Libertyville, Illinois / 60048",3003015552.0,Registered
"Isomedix Operations, Inc.","Libertyville, Illinois / 60048",3005191403.0,Registered
"Isomedix Operations, Inc.","Northborough, Massachusetts / 01532",1220477.0,Inactive
"Isomedix Operations, Inc.","Whippany, New Jersey / 07981",2245304.0,Registered
"Isomedix Operations, Inc.","Chester, New York / 10918",3010490502.0,Registered
"Isomedix Operations, Inc.","Groveport, Ohio / 43125",1526711.0,Inactive
"J4 Biologics, LLC","San Antonio, Texas / 78240",3025971176.0,Registered
JSC Chachava Clinic,"Tbilisi, / 0179",3011828857.0,Inactive
Jack & Sheryl Morris Cancer Center,"New Brunswick, New Jersey / 08901",1000527093.0,Registered
Jackson Memorial Hospital,"Miami, Florida / 33136",1047303.0,Registered
"James P. Lin, MD, INC","Corona, California / 92879",3015368771.0,Registered
"James P. Lin, MD., INC","Irvine, California / 92618",3005405736.0,Registered
"James P. Lin, MD., Inc","Diamond Bar, California / 91765",3014124203.0,Inactive
"James P. Lin, MD., Inc.","Alhambra, California / 91801",3014123968.0,Inactive
"James P. Lin, MD., Inc.","Riverside, California / 92503",3014123944.0,Inactive
"Janssen Research & Development, LLC","Spring House, Pennsylvania / 19477",3005986931.0,Inactive
Jefferson University Hospitals Clinical Laboratory for Cellular Therapy,"Philadelphia, Pennsylvania / 19107",3004571543.0,Registered
Jeffrey M. Steinberg MD Incorporated A Professional Medical Corporation,"Encino, California / 91436",3003942486.0,Inactive
"Jeffrey M. Steinberg, M.D., Incorporated The Fertility Institutes, New York","New York, New York / 10019",3007802189.0,Registered
"Jeffrey Steinberg, M.D. Incorporated","Las Vegas, Nevada / 89119",3003968993.0,Inactive
Jersey Shore University Medical Center,"Neptune City, New Jersey / 07753",3016579845.0,Registered
Jiang's Obs & Gyn Clinic,"Hsin-Chu City, / 300004",3017417723.0,Registered
"Jieying IVF Labs San Francisco, Inc","Greenbrae, California / 94904",3009195381.0,Inactive
Joe B Massey,"Atlanta, Georgia / 30327",3011691147.0,Inactive
Johns Hopkins Fertility Center,"Lutherville, Maryland / 21093",3003610950.0,Registered
"Johns Hopkins Hospital,The","Baltimore, Maryland / 21287",3005078272.0,Registered
"Jose M. Manjon, MD","Harrisburg, Pennsylvania / 17110",3005674484.0,Inactive
"Joseph E. Martin, M.D., P.A.","San Antonio, Texas / 78229",3006164588.0,Registered
José Carreras Cord Blood Bank Duesseldorf,"Duesseldorf, / 40225",3008296970.0,Registered
KDNA LIFE SCIENCES LLC,"Belgrade, Montana / 59714",3020499006.0,Registered
KINDBODY OF GEORGIA MEDICAL PRACTICE,"ATLANTA, Georgia / 30305",3019305373.0,Inactive
"KLEB, Inc.","Louisville, Kentucky / 40223",3013157033.0,Registered
KLM Bio Inc.,"Seoul, / 04799",3023653517.0,Registered
KMT Aphrodite Egg Bank dba Pedieos IVF Center,"Nicosia, / 1095",3014469919.0,Registered
KOFINAS FERTILITY GROUP,"New York, New York / 10006",3004753467.0,Registered
KUPI (Kansas University Physicians Inc.) Reproductive Endocrinology and Infertility Laboratory,"Overland Park, Kansas / 66211",3003934351.0,Registered
Kaiser Foundation Health Plan of the Northwest,"Portland, Oregon / 97230-1048",3003092100.0,Registered
Kaiser Permanente Center for Reproductive Health,"Fremont, California / 94538",3004740553.0,Registered
Kaiser Permanente Center for Reproductive Health SFO,"San Francisco, California / 94109",3018111960.0,Registered
Kaiser Permanente Center for Reproductive Health Sacramento,"Sacramento, California / 95815",3006304159.0,Registered
"Kansas City Fertility Laboratories, LLC","Wichita, Kansas / 67226",3021907345.0,Registered
Karolinska University Hospital,"Stockholm, / S14186",3004513927.0,Inactive
"Kentucky Center for Reproductive Medicine, PSC","Lexington, Kentucky / 40508",3006214163.0,Inactive
"Kentucky Fertility Institute, LLC","Louisville, Kentucky / 40241",3012328034.0,Registered
Kentucky Lions Eye Bank,"Louisville, Kentucky / 40202",3000718793.0,Inactive
KeraLink - West,"Los Angeles, California / 90017",1000306415.0,Inactive
Kimera Labs Inc,"Miramar, Florida / 33025",3011069063.0,Inactive
KindBody Of TX Medical Practice,"Dallas, Texas / 75231",3025959138.0,Registered
Kindbody Columbus,"Columbus, Ohio / 43240",3028586071.0,Inactive
Kindbody Denver,"Denver, Colorado / 80206",3021919835.0,Registered
Kindbody East Bay,"Walnut Creek, California / 94596",3026677624.0,Registered
Kindbody Houston,"Houston, Texas / 77056",3024742526.0,Registered
Kindbody Newport Beach,"Newport Beach, California / 92260",3026808694.0,Registered
Kindbody Pacific Northwest,"Vancouver, Washington / 98686",3021508848.0,Inactive
Kindbody Princeton,"Princeton, New Jersey / 08542",3019744928.0,Registered
Kindbody San Francisco,"San Francisco, California / 94104",3017125330.0,Registered
Kindbody Santa Monica,"Santa Monica, California / 94022",3017876301.0,Registered
Kindbody Silicon Valley,"Los Altos, California / 94022",3018805840.0,Inactive
Kindbody of Florida Medical Practice P.A.,"Celebration, Florida / 34747",3020850315.0,Inactive
Kindbody of Wisconsin,"Milwaukee, Wisconsin / 53202",3030266985.0,Registered
Kindbody- Arkansas,"Rogers, Arkansas / 72758",3027201771.0,Registered
King's College Hospital NHS Foundation Trust,"London, / SE5 9RS",3005555669.0,Inactive
"Klinika Transplantacji Szpiku i Onkohematologii, CO-I oddz. Gliwice","Gliwice, / 44101",3011025330.0,Inactive
Klinikum Nurnberg,"Nürnberg, / 90419",3003323578.0,Inactive
"Klinisk immunologi och transfusionsmedicin, Labmedicin, Medicinsk service","Lund, / SE-221 85",3008298306.0,Inactive
"Koba Medical, L.P.","Houston, Texas / 77095",,Inactive
"Koligo Therapeutics, Inc.","New Albany, Indiana / 47150",3014227832.0,Inactive
Koo Foundation Sun Yat-Sen Cancer Center,"Taipei, / 112",3003379482.0,Registered
